Name,Baseball Reference ID,RetroSheet ID
Diego Castillo,castidi02,
Diego Castillo,castidi01,
Luis Castillo,castilu03,
Luis Castillo,castilu02,
Luis García,garcilu04,
Luis García,garcilu03,
Luis Ortiz,ortizlu03,
Luis Ortiz,ortizlu02,
Will Smith,smithwi05,
Will Smith,smithwi04,
Luis Garcia, garcilu05,
