RetroSheet ID,Name
castd004,Diego Castillo
castd002,Diego Castillo
castl004,Luis Castillo
castl003,Luis Castillo
garcl006,Luis Garcia
garcl007,Luis Garcia
garcl005,Luis Garcia
ortil002,Luis Ortiz
ortil003,Luis Ortiz
smitw002,Will Smith
smitw003,Will Smith
